claim_id,status,registered_statement,registered_scope,evidence_grade
E993-R25-SINGLE-HUB-HALL-EQUIVALENCE,VERIFIED,"For a single-hub structure whose hub touches every cover vertex, Hall-admissibility of the leaf profile holds if and only if at most one cover vertex has zero private leaves.","Necessary AND sufficient (Hall + the Koenig-Ore deficiency half); the hypothesis that the hub touches all of C is load-bearing; verified exhaustively over all 80,321 profiles at r = 19, tau = 13 (0 mismatches), superseding the seat's 4,000 random trials. The single-hub sub-family of the (r = 19, tau = 13) cell is positive at EVERY k <= 17 (12,199 admissible profiles, minimum +405,520,555), and the (3,4^12) profile is label-feasible exactly at r = 20; the cell itself stays OPEN (no proof, no witness; the hyperforest floor +89,857,131 is an attained value, not a proved floor).",see_certificate
E993-R25-SURPLUS-COVER-EDGE-BUDGET,VERIFIED,On the tau = nu stratum with cover C: the hub surplus sigma and the number e_C of cover-internal edges satisfy sigma + e_C <= tau - 1.,Structural; turns the seat's assumed e_C = 0 into a budget fact (cover edges and hub surplus draw on one budget).,see_certificate
E993-R25-STRATUM-DEGREE-LE-3-POSITIVE,VERIFIED,On the tau = nu stratum in the uniform single-hub family with cover degree D <= 3: Delta_{r-2} > 0 at every feasible r.,"Exact sign decomposition at k = r-2, term by term (not a scan). The asymptotic criterion G(tau,D) = 2 + (1/2)[(3-D) tau q (1+q)^(tau-1) + (1+q)^tau - 1], q = 2^(1-D), predicting that the tau = 15..20 bands at D = 4 never close (G(tau,4) < 0) and explaining the late tau = 14 closure (G(14,4) = +0.055), is a DERIVATION, not a theorem (its Gaussian-ratio limit step carries no error bound).",see_certificate
E993-R25-STRATUM-BAND-TAU-D-FACTS,VERIFIED,"Negative bands of Delta_{r-2} on the uniform single-hub family indexed by (tau, D): tau = 13, D = 4: r = 21..28 (closes); tau = 14, D = 4: r = 22..261 (closes; strictly positive to r = 3,000, non-negative at spot checks to 131,072; D = 4 is the only negative degree slice at tau = 14); tau = 15..20, D = 4: open to r <= 3,000; tau = 17, D = 5: r = 35..89 (closes) — the first evidence that a tau >= 15 band can close.","BOUNDED COMPUTATION at the named horizons on the uniform single-hub family at fixed D (k = r-2 only) — not the joint bound, not general forests. The seat's tau = 14 'stress test' is VOID (its move set preserves the leaf total, confining it to a hyperplane the D = 4 band cannot reach; inside the band it reports positive against a negative truth) and carries no evidence; the closure conclusion stands on the critics' replacement evidence only. The onset threshold of record is r >= (3 tau + 2)/2.",see_certificate
E993-R25-COVER-DIAGONAL-D6-RESIDUE-COMPLETE,VERIFIED,"Complete isomorphism-class census minima of Delta_{r-1} on the (d, tau, r) cells (6,6,3) +65, (6,6,4) +116, (6,6,5) +154, (7,7,4) +209, (7,7,5) +342 (all positive), completing the (6,6) diagonal residue at 8 closed / 2 refuted / 0 undetermined; and, on the theorem's own hypothesis tau <= 5, the two d = 6 cells (orders 10 and 12) closed by complete census: min Delta_1 = +26 over all 329 forests of order 10 and min Delta_2 = +66 over the 1,516 forests of order 12 with tau <= 5.","Bounded computation, complete on the named finite classes; the seat's bounded-probe minima (+75, +164, +279, +294, +623) are superseded; the seat's two-hub null search had an order-arithmetic bug (repaired minima +149, +245). The breaking cell of the slack argument on the diagonal, (6,6,9) order 24 Delta_8 = -78, is the REGISTERED D6-SIGN witness (a disclosed replay, not a new refutation). The 'order 9 vacuous' sentence is FALSE (min Delta_1 = +19 over 153 forests). The tau <= 5 Gamma-residue count by excess with s*(tau) and Lemma H's uniqueness half are STATED by the synthesis and NOT registered (they await an isolated second read).",see_certificate
E993-R25-MATCHING-BAND-REGION-DOMINATION,VERIFIED,"On the clamped-greedy certificate of the matching band d < r < K(d): with E_j = 2m+2-3j the recursion's drift term, Region I = {j : E_j > 0} and Region II = {j : E_j <= 0} exactly, and floor((K+1)/2) = K-d+1 for both parities; on Region I the clamp never bites, pointwise stratum domination holds STRICTLY (via the leak identity), and H3 (beta_cell <= sigma_{alpha+1} < 1) is a theorem; at d = 3 rank 3's whole window {3} lies in Region I, so the one-step lemma beta_cell(3,2) = 3/4 > 7/12 = beta_cell(3,1) and top-cell attainment are THEOREMS at d = 3; rank (r-1)'s whole window lies in Region I iff d is odd and r = d+1 (199 of 79,202 pairs at d <= 400).","The absolute-stratum closed form sigma_j(r) is identical to the registered (P,Q,alpha,i) recursion (7,080 cells). Region II is exactly {E_j <= 0}; the exact requirement there is jQ >= rho_j jP + (rho_j - 1)E_j (a free slack (rho_j - 1)|E_j|); the multiplicative strengthening Q >= rho_j P is REFUTED (661 witnesses at d <= 70, worst (6,8,7)); the seat's 'two refuted strengthenings' are one inequality; the seat's 'argmin always just inside Region II' is FALSE at d in {3,5,7,9}; the requirement's margin binds at the band top and decays like ~0.3/d, and the safety ratio's minimum ~1.4865 at (200,203,202) sits at the band BOTTOM (the critics use reciprocal rho conventions — never mix them). The d = 3 result is a grade change, NOT a closure of the live cell (3,4); the schema stays OPEN.",see_certificate
E993-R25-MATCHING-BAND-ABSORBING-RESIDUE,VERIFIED,"Of the 18,546,203 pointwise stratum comparisons of the matching band at d <= 400, 10,626,202 lie in Region I (theorem), and of the 7,920,001 Region-II steps 6,773,496 are absorbed (phi = 0 is absorbing in Region II); the genuinely open residue is 1,146,505 steps (6.2%), with zero violations of strict per-cell monotonicity over all 79,202 consecutive band pairs.","BOUNDED COMPUTATION at the attained horizon d <= 400 (seat T1's populations reproduced exactly by both critics); extending the horizon by sweeping is not a route. What closing the residue would give: top-cell attainment as a theorem, which with the j = r+1 constraint and a uniform top-cell margin bound closes the band d < r < K(d), the live cell (3,4) and the last open rank of the d' = 3 slice.",see_certificate
E993-R25-BINOMIAL-DIFFERENCE-CATALAN-FLOOR-UNIQUENESS,VERIFIED,"With E(b,j) := C(b,j+1) - C(b,j) under integer zero extension (C(b,m) = 0 for m < 0 or m > b) and Cat_j := C(2j,j)/(j+1): for every natural j and every natural b, E(b,j) >= -Cat_j, with equality IF AND ONLY IF b is in {2j-1, 2j} intersected with N. For j >= 1 the attaining set is exactly the two consecutive naturals {2j-1, 2j}; for j = 0 it is the singleton {0} (E(b,0) = b-1, Cat_0 = 1).","Arithmetic auxiliary; independent of any graph or G1 hypothesis; the UNIQUENESS refinement of E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR (whose floor half it re-derives); the equality VALUE at b = 2j overlaps E993-PAIR-STAR-CLOSURE's Catalan-slack identity for j >= 3 only and is re-derived here for every j >= 0; NOT a corollary of FLOOR + E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING (which leave 2j values of b unexcluded at each j >= 1 and say nothing about b = 2j-1). Proof: with h(b) = C(b,j) - C(b,j+1), Pascal gives h(b+1) - h(b) = C(b,j-1) - C(b,j), which is 0 for b <= j-2 (h identically 0 < Cat_j there — the LOW-PLATEAU step), > 0 for j-1 <= b <= 2j-2, exactly 0 at b = 2j-1 (C(2j-1,j-1) = C(2j-1,j)), < 0 for b >= 2j; h(2j) = Cat_j. ERRATUM against the r25 record (A1-E-a): the sign clause 'C(b,j-1) - C(b,j) > 0 for b <= 2j-2' printed in the r25 Cycle 6 F adjudication (Ruling 34) and by critic C-F4-T is FALSE on 0 <= b <= j-2; C-F4-U's range is the correct one. The struck '29 explicit forests' support is not evidence for this statement. Critic-attributed to r25 Cycle 6 C-F4-T and C-F4-U; adjudicator re-derived; isolated second read SR-H (addendum lane C) confirmed_with_repairs.",see_certificate
E993-R25-GAMMA-RESIDUE-SLACK-THRESHOLD,VERIFIED,"Conventions: C(n,j) zero-extended; Cat_m := C(2m,m)/(m+1) with Cat_m := 0 for m < 0; E(n,k) = C(n,k+1) - C(n,k); Gamma_n(tau,k,n) = E(n,k) - sum_{a=1}^{tau} C(tau,a) Cat_{k-a}; with n = 2r+d-tau at the minimal admissible rank r = k+1 and slack s = d - tau, so n = 2k+2+s, the residue R(tau,s) := {k >= 1 : Gamma_n(tau,k,2k+2+s) <= 0} (NON-STRICT: Gamma_n = 0 is inconclusive and is in the residue; k >= 0 gives the same sets since Gamma_n(tau,0,2+s) = s+1 > 0; the graph order of a cell is 2r+d = n+tau). For tau = 1..7: R(1,s) empty for every s; R(2,0) = {1}; R(3,0) = {1,2}; R(4,0) = {1,2,3}; R(5,0) = {1,...,5} (orders 9, 11, 13, 15, 17), R(5,1) = {1,2} (orders 10, 12); R(6,0) = {1,...,11}, R(6,1) = {1,2,3}; R(7,0) = {1,...,69}, R(7,1) = {1,2,3,4}, R(7,2) = {2} (n = 8, order 15, Gamma_n = 0 exactly); empty at every larger slack. Equivalently R(tau,0) = {1,...,K(tau)-1} with K(1..7) = 0,2,3,4,6,12,70 (so K(1..7) are the LEAST positivity thresholds), R is nested decreasing in s, and R(tau,s) is non-empty iff s < s*(tau) with s*(1..7) = 0,1,1,1,2,2,3.","Arithmetic statement about Gamma_n; tau = 1..7 ONLY (tau >= 8 has no registered K(tau) and is excluded; K(8) exceeds 6,000 by scan); NO closed form for s* may be quoted — the candidate ceil((tau-1)/3) fits tau = 1..6 and gives 2 at tau = 7 where the true value is 3, and the 'no closed form' fence rests entirely on the single cell (7,2,2) where Gamma_n = 0 exactly (the three zero cells are (tau,s,k) = (2,0,1), (5,1,1), (7,2,2); under a strict convention s* would read 0,0,1,1,2,2,2); each value ESTABLISHED, not scanned: above K(tau) by the formally verified E993-R25-CATALAN-GAP-MONOTONE-RATIO (slack 0, E(2k+2,k) = Cat_{k+1}) transferred to slack s >= 1 by E(.,k) strictly increasing on n >= 2k+2 (a derivation from the VERIFIED E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING, named here, not carried silently — the composite is proved_informal, NOT formally verified), below K(tau) by a finite exact check of at most 69 integers; the residue says where the Gamma bound is INCONCLUSIVE for Delta_k > 0, never where any statement is false; the transfer to forests is only the registered cover-fiber bound Delta_k >= Gamma_n under tau(F) <= tau; not c(d), not a tier statement, no new evidence for any cell's sign. Critic-attributed to r25 Cycle 6 C-F4-U (the threshold) and C-F4-T/C-F4-U (the tau = 5 table), confirmed by the F adjudicator (Rulings 30, 30a, 30b) and by the isolated second read SR-RES (addendum lane C), confirmed_with_repairs, 49 (tau,s) cells reproduced with zero discrepancies by an instrument importing no prior code.",see_certificate
E993-R25-THIN-TREE-TAU-12-BAND-NO-IN-WINDOW-FAILURE-NO-RECOVERY,VERIFIED,"Every thin tree (at most one pendant leaf per cover vertex) with vertex-cover number tau = nu = 12 and order 26 <= n <= 35 (excess d in [2,11]) has NO log-concavity failure at any in-window rank k with x(T) < k <= floor((n-2)/2) and NO recovery at any rank (no r with x(T) < r and Delta_r(T) > 0, evaluated directly on every instance). The band's only two log-concavity failures are OUT OF WINDOW: T(3,4,4) (margin -378) and W2 (margin -68), both at order 26, difference index k = 13, x = 8, r_max = 12, both pre-registered.","Grade bounded_computation (complete census); NOT a theorem, NOT VERIFIED, NOT CONDITIONAL. NAMING / NON-INHERITANCE CLAUSE (SR-F repair R1): this key is NOT a member of the cumulative E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-* family — the predicate 'no log-concavity failure at ANY rank' is FALSE at tau = 12 (T(3,4,4), W2), so no -TAU-LE-12 log-concavity key may ever be registered; the predicate here is in-window failure freedom plus no recovery, over the single band tau = 12. Complete census of 539,470,990 accepted (skeleton, D) instances over all 1,721,756 tau = 12 canonical-form skeleton classes and all 55 reachable (order, h) cells; 124,073 materialised spot checks, 0 mismatches; exact integers; instance counts are CONSTRUCTION counts and nowhere counts of isomorphism classes of final trees. THREE LIMITS ON THE FACE: (i) orders 24-25 (d <= 1) are outside the census; (ii) completeness over the CLASS, as opposed to over the construction, rests on Lemmas A-C (a thin tree of cover number tau is a skeleton on C ∪ H padded by pendant leaves) at the r25 record's informal grade; (iii) the forest form requires the convolved-sequence window instrument, which is UNBUILT. The FOREST key the synthesis proposed (E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-12) is WITHHELD (SR-F repair R2): the -TAU-LE-11 forest key derives no-recovery from per-component log-concavity via TRS2 convolution closure, a route blocked at tau = 12 by the out-of-window failures, and the census is entirely single-component. Precision (SR-F): 'two log-concavity failures' are two accepted INSTANCES at one rank; of the 124,073 spot checks, 89,521 are the seat's shared-code checks (struck as 'independent' by C-F1-U/the F adjudicator) and 34,552 are independent. Lemmas A-C (the thin tree = padded skeleton decomposition) verified exhaustively at tau = 2..5 by SR-F; their grade at tau = 12 remains the r25 record's informal grade (no registry key carries the decomposition). The standing in-window minimum tau = 21 (E993-R25-RECOVERY-LOGCONCAVITY-NECESSARY's scope) is UNCHANGED. Attribution, layered and never summed across nested windows: seat F1 (A1 route A1-F-01; order 26 exhaustive, orders 33-34, the analytic (1+z) pendant-fold lever); critic C-F1-T (orders 27-32 extension, critic-attributed); critic C-F1-U (nested inside C-F1-T's window, not additional coverage); the F adjudicator (the remaining 13,798 classes and order 35, adjudicator-derived; confirmed by isolated second read SR-F). Synthesis 44821949e10423f6...; r25 ADDENDUM Cycle A1. Isolated second read SR-F confirmed_with_repairs (c9b4f0d8f6f56492...): every figure reproduced to the unit on from-scratch instruments; 17,406,910 instances recomputed end to end with 0 discrepancies; 55 cells tile with 0 gaps and 0 double counts.",see_certificate
E993-R26-TOP-RANK-RESIDUAL-SIGN,VERIFIED,"For every finite simple graph G on a finite vertex type with decidable equality and adjacency: if G is a tree, 2 <= alpha(G), x(G) + 2 <= alpha(G) - 1 (x the first STRICT descent of the independence sequence, C5LA1.crossingIndex), and every leaf of G belongs to every maximum independent set of G, then the top-rank favorable-original-leaf aggregate S(G, alpha(G) - 1) = C5LA1.aggregate G (G.indepNum - 1) is <= 0. (The r24 top-rank residual sign (RC) on the whole eligible top-rank residual class, flat and non-flat.)","Literal ordinary-tree statement at the top rank p = alpha - 1 on the residual class, at exactly the four C5-LA1 hypotheses; composed with the formally verified identity (RI) C5LA1.topRankResidualIdentity in one project. hEligible is consumed only through 3 <= alpha (it excludes P_3, whose unqualified expression is +2); the proof shows S <= -ell(ell-2)M - (ell-4)N_2 in Z with N_2 <= k_2 M and k_2 <= floor(ell/2). NO status transfer: the all-rank literal aggregate E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE stays OPEN (other ranks and the non-residual class untouched); E993-BETA-AGG (governed RTree scope) stays OPEN and needs the ordinary-to-RTree transport, never attempted; the common-leaf condition, TREE, FOREST, TRANSFER and Erdos #993 are untouched. Excluded from the award: the strict form S < 0 (registered separately at proved_informal, see E993-R26-TOP-RANK-RESIDUAL-SIGN-STRICT), S = 0 iff P_5, any other rank, forests, RTree, N_2 <= M (false from order 9). r29 Cycle 1 (2026-09-25) scope note: E993-R29-TOP-RANK-NONRESIDUAL-AGGREGATE states the same conclusion at the same rank with hAlpha and the residual condition (★) dropped, by a different mechanism (tagged shadow). This award remains the proof of record on the residual class and is not widened; its strict companion is untouched. Status unchanged.",formally_verified
E993-R26-DELETION-INJECTION-FIBRE-BOUND,VERIFIED,"For every finite simple graph G on a finite vertex type and every finite vertex set U, with I(U) the independent subsets of U: 2 * sum_{A in I(U)} |A| <= |U| * |I(U)|, and for every natural ell: ((ell : Z) - |U|) * |I(U)| <= sum_{A in I(U)} ((ell : Z) - 2|A|).","All finite graphs; no tree, connectivity, alpha, eligibility or residual hypothesis. The first inequality is the occupancy bound avi(H) <= |V(H)|/2 of Andriantiana–Razanajatovo Misanantenaina–Wagner (2020), RE-PROVED in-run by the injection A -> A.erase u (never imported); the second is its sharp fibre form (equality for edgeless U). Its use at the fibres U(J') of the (RC) proof belongs to E993-R26-TOP-RANK-RESIDUAL-SIGN; nothing about S, trees or (RC) is asserted here.",formally_verified
